time,pitch
0.006666666666666667,--undefined--
0.013333333333333334,--undefined--
0.02,--undefined--
0.02666666666666667,--undefined--
0.03333333333333333,--undefined--
0.04,--undefined--
0.04666666666666667,--undefined--
0.05333333333333334,--undefined--
0.060000000000000005,--undefined--
0.06666666666666667,--undefined--
0.07333333333333333,--undefined--
0.08,--undefined--
0.08666666666666667,--undefined--
0.09333333333333334,--undefined--
0.1,--undefined--
0.10666666666666667,--undefined--
0.11333333333333334,--undefined--
0.12000000000000001,--undefined--
0.12666666666666668,--undefined--
0.13333333333333333,--undefined--
0.14,--undefined--
0.14666666666666667,--undefined--
0.15333333333333335,--undefined--
0.16,--undefined--
0.16666666666666669,--undefined--
0.17333333333333334,--undefined--
0.18000000000000002,--undefined--
0.18666666666666668,--undefined--
0.19333333333333336,--undefined--
0.2,--undefined--
0.2066666666666667,--undefined--
0.21333333333333335,--undefined--
0.22,--undefined--
0.22666666666666668,--undefined--
0.23333333333333334,--undefined--
0.24000000000000002,--undefined--
0.24666666666666667,--undefined--
0.25333333333333335,--undefined--
0.26,--undefined--
0.26666666666666666,--undefined--
0.2733333333333334,--undefined--
0.28,--undefined--
0.2866666666666667,108.35538194816255
0.29333333333333333,108.20628556034869
0.30000000000000004,109.6706184537172
0.3066666666666667,111.08291264499114
0.31333333333333335,111.21946195094756
0.32,111.35903884822737
0.32666666666666666,109.47177198419794
0.33333333333333337,107.78520436103783
0.34,107.65924850827247
0.3466666666666667,107.44259004399801
0.35333333333333333,107.18084011203248
0.36000000000000004,--undefined--
0.3666666666666667,--undefined--
0.37333333333333335,--undefined--
0.38,--undefined--
0.3866666666666667,--undefined--
0.39333333333333337,--undefined--
0.4,--undefined--
0.4066666666666667,--undefined--
0.4133333333333334,--undefined--
0.42000000000000004,--undefined--
0.4266666666666667,--undefined--
0.43333333333333335,--undefined--
0.44,--undefined--
0.4466666666666667,--undefined--
0.45333333333333337,--undefined--
0.46,--undefined--
0.4666666666666667,--undefined--
0.4733333333333334,--undefined--
0.48000000000000004,--undefined--
0.4866666666666667,--undefined--
0.49333333333333335,--undefined--
0.5,--undefined--
0.5066666666666667,--undefined--
0.5133333333333334,--undefined--
0.52,--undefined--
0.5266666666666667,--undefined--
0.5333333333333333,--undefined--
0.54,--undefined--
0.5466666666666667,--undefined--
0.5533333333333333,--undefined--
0.56,--undefined--
0.5666666666666667,--undefined--
0.5733333333333334,--undefined--
0.5800000000000001,--undefined--
0.5866666666666667,--undefined--
0.5933333333333334,--undefined--
0.6000000000000001,--undefined--
0.6066666666666667,--undefined--
0.6133333333333334,--undefined--
0.62,--undefined--
0.6266666666666667,--undefined--
0.6333333333333334,--undefined--
0.64,--undefined--
0.6466666666666667,--undefined--
0.6533333333333333,--undefined--
0.66,--undefined--
0.6666666666666667,--undefined--
0.6733333333333333,--undefined--
0.68,--undefined--
0.6866666666666668,--undefined--
0.6933333333333334,--undefined--
0.7000000000000001,--undefined--
0.7066666666666667,--undefined--
0.7133333333333334,--undefined--
0.7200000000000001,--undefined--
0.7266666666666667,--undefined--
0.7333333333333334,--undefined--
0.7400000000000001,--undefined--
0.7466666666666667,--undefined--
0.7533333333333334,--undefined--
0.76,--undefined--
0.7666666666666667,--undefined--
0.7733333333333334,--undefined--
0.78,--undefined--
0.7866666666666667,--undefined--
0.7933333333333333,--undefined--
0.8,--undefined--
0.8066666666666668,--undefined--
0.8133333333333334,--undefined--
0.8200000000000001,--undefined--
0.8266666666666668,--undefined--
0.8333333333333334,--undefined--
0.8400000000000001,--undefined--
0.8466666666666667,--undefined--
0.8533333333333334,--undefined--
0.8600000000000001,--undefined--
0.8666666666666667,--undefined--
0.8733333333333334,--undefined--
0.88,--undefined--
0.8866666666666667,--undefined--
0.8933333333333334,--undefined--
0.9,--undefined--
0.9066666666666667,--undefined--
0.9133333333333334,--undefined--
0.92,--undefined--
0.9266666666666667,--undefined--
0.9333333333333333,--undefined--
0.9400000000000001,--undefined--
0.9466666666666668,--undefined--
0.9533333333333334,--undefined--
0.9600000000000001,--undefined--
0.9666666666666667,--undefined--
0.9733333333333334,--undefined--
0.9800000000000001,--undefined--
0.9866666666666667,--undefined--
0.9933333333333334,--undefined--
1,--undefined--
1.0066666666666668,--undefined--
1.0133333333333334,--undefined--
1.02,--undefined--
1.0266666666666668,--undefined--
1.0333333333333334,--undefined--
1.04,--undefined--
1.0466666666666666,--undefined--
1.0533333333333335,--undefined--
1.06,--undefined--
1.0666666666666667,--undefined--
1.0733333333333335,--undefined--
1.08,--undefined--
1.0866666666666667,--undefined--
1.0933333333333335,--undefined--
1.1,--undefined--
1.1066666666666667,--undefined--
1.1133333333333335,--undefined--
1.12,--undefined--
1.1266666666666667,--undefined--
1.1333333333333333,--undefined--
1.1400000000000001,--undefined--
1.1466666666666667,--undefined--
1.1533333333333333,--undefined--
1.1600000000000001,--undefined--
1.1666666666666667,--undefined--
1.1733333333333333,--undefined--
1.1800000000000002,--undefined--
1.1866666666666668,--undefined--
1.1933333333333334,--undefined--
1.2000000000000002,137.74986970574957
1.2066666666666668,137.86539230568266
1.2133333333333334,138.1468482965982
1.22,138.16202816067803
1.2266666666666668,137.56743075114102
1.2333333333333334,137.30735153219058
1.24,137.39405362391142
1.2466666666666668,137.4552580628114
1.2533333333333334,113.58764698562311
1.26,93.34388753414757
1.2666666666666668,93.93620134669847
1.2733333333333334,93.97539519278669
1.28,93.4148583865368
1.2866666666666668,93.41439832356592
1.2933333333333334,93.05056172394075
1.3,92.87859252942735
1.3066666666666666,93.01744729579883
1.3133333333333335,92.77510955831717
1.32,92.7114565225352
1.3266666666666667,92.66832467159946
1.3333333333333335,93.61642312383346
1.34,94.75720994008581
1.3466666666666667,94.74995317547334
1.3533333333333335,94.58944107008564
1.36,94.59148890973546
1.3666666666666667,94.42965939387105
1.3733333333333335,94.36535895277105
1.3800000000000001,94.52182548238297
1.3866666666666667,93.52097670151322
1.3933333333333333,92.88500097330542
1.4000000000000001,92.93850889993983
1.4066666666666667,92.64155127209416
